Snapshot,Label,Time,Value1,Value2,Value3,Value4,Value5,Value6,Category1,Category2,Category3
0,0,2025-09-25 14:00:00,-0.269968,-0.065241,-0.07247999999999999,0.013316999999999999,-0.002663,-0.002663,A,D,E
0,0,2025-09-25 15:00:00,-0.191018,-0.032477,-0.039316000000000004,0.010653,-0.026633999999999998,0.047941000000000004,A,C,E
0,0,2025-09-25 16:00:00,-0.24424,0.152639,0.049186,0.037287,-0.039951,0.071911,A,C,E
0,0,2025-09-25 17:00:00,-0.2092,0.3387,0.082105,0.0,-0.013316999999999999,0.063921,A,C,E
0,0,2025-09-25 18:00:00,-0.167918,0.22408499999999998,0.039889,0.039951,-0.010653,-0.021307,A,C,E
0,0,2025-09-25 19:00:00,-0.22766999999999998,0.11839200000000001,-0.088594,-0.029297000000000004,0.005327,-0.042614,A,A,E
0,0,2025-09-25 20:00:00,-0.193271,0.055227,-0.041530000000000004,0.0,-0.013316999999999999,-0.063921,A,C,E
0,0,2025-09-25 21:00:00,-0.193271,0.055227,-0.041530000000000004,0.0,-0.013316999999999999,-0.063921,A,D,E
0,0,2025-09-25 22:00:00,-0.20515,-0.00339,-0.015113,-0.00799,-0.010653,-0.03196,A,D,E
1,0,2025-07-14 20:00:00,0.377751,-0.61085,-0.147376,-0.103872,-0.109198,-0.037287,A,B,E
1,0,2025-07-14 21:00:00,0.377751,-0.61085,-0.147376,-0.103872,-0.109198,-0.037287,A,B,E
1,0,2025-07-14 22:00:00,2.9529650000000003,0.970717,-5.962515,-7.593275,-0.697804,-2.865789,A,B,E
1,0,2025-07-14 23:00:00,4.310925,-1.625661,-1.8987939999999999,-5.345389,0.402169,-4.176168,A,A,E
1,0,2025-07-15 00:00:00,3.2569060000000003,-6.969257000000001,-2.730436,-2.743274,0.615239,-3.417107,A,C,E
1,0,2025-07-15 01:00:00,0.8506790000000001,-3.7503269999999995,0.506514,0.990775,0.22105999999999998,-1.265102,A,B,E
1,0,2025-07-15 02:00:00,-0.909276,-3.7629610000000002,0.030191000000000003,-0.692477,-0.13583199999999998,-0.173119,A,A,E
1,0,2025-07-15 03:00:00,-0.909276,-3.7629610000000002,0.030191000000000003,-0.692477,-0.13583199999999998,-0.173119,A,C,E
1,0,2025-07-15 04:00:00,0.20503600000000002,-0.580699,0.57639,0.0,0.079901,0.807002,A,B,E
1,0,2025-07-15 05:00:00,-0.48017600000000005,0.782229,0.389283,-0.074574,-0.095881,1.1053,A,B,E
1,0,2025-07-15 06:00:00,-0.335057,1.046099,0.262248,0.039951,-0.165129,0.844289,A,A,E
1,0,2025-07-15 07:00:00,-0.126666,1.843534,0.41498199999999996,-0.037287,0.002663,0.306288,A,A,E
1,0,2025-07-15 08:00:00,-0.25153000000000003,1.473271,0.300707,-0.133169,0.005327,-0.114525,A,C,E
1,0,2025-07-15 09:00:00,-0.26916999999999996,0.793225,0.310287,0.018644,0.074574,-0.46076300000000003,A,D,E
1,0,2025-07-15 10:00:00,-0.26916999999999996,0.793225,0.310287,0.018644,0.074574,-0.46076300000000003,A,C,E
1,0,2025-07-15 11:00:00,-0.300983,-0.8377540000000001,0.233792,-0.167792,0.077238,-0.38352600000000003,A,B,E
1,0,2025-07-15 12:00:00,-0.300983,-0.8377540000000001,0.233792,-0.167792,0.077238,-0.38352600000000003,A,B,E
1,0,2025-07-15 13:00:00,-0.371338,-1.020851,0.22401,-0.114525,0.023969999999999998,-0.11186199999999999,A,A,E
1,0,2025-07-15 14:00:00,-0.193407,-0.640181,0.13253800000000002,-0.093218,0.05859400000000001,0.14648599999999998,A,B,E
1,0,2025-07-15 15:00:00,-0.597333,0.32014000000000004,0.173558,-0.753734,0.042614,0.396843,A,C,E
1,0,2025-07-15 16:00:00,0.11342999999999999,-0.39887100000000003,0.15920399999999998,0.287644,-0.093218,0.19176300000000002,A,B,E
1,0,2025-07-15 17:00:00,-0.162806,0.392694,0.2012,0.36488200000000004,-0.12517899999999998,0.21040599999999998,A,C,E
1,0,2025-07-15 18:00:00,0.008695999999999999,1.05405,0.087576,0.21839699999999998,-0.018644,0.154476,A,A,E
1,0,2025-07-15 19:00:00,-0.374925,0.87377,0.065597,-0.103872,-0.133169,0.002663,A,A,E
1,0,2025-07-15 20:00:00,-0.30439,0.591851,0.25585,0.103872,-0.037287,-0.21573299999999998,A,A,E
1,0,2025-07-15 21:00:00,-0.026558,0.067974,0.22707399999999997,-0.069248,-0.026633999999999998,-0.22105999999999998,A,C,E
1,0,2025-07-15 22:00:00,-0.35821,-0.28260100000000005,0.128366,-0.103872,0.01598,-0.14648599999999998,A,B,E
1,0,2025-07-15 23:00:00,-0.515776,-0.292477,0.34654,-0.01598,0.045277,-0.071911,A,B,E
1,0,2025-07-16 00:00:00,-0.046148,-0.299014,0.221333,0.026633999999999998,0.029297000000000004,0.082565,A,D,E
1,0,2025-07-16 01:00:00,-0.144326,0.053904999999999995,-0.002348,0.047941000000000004,0.047941000000000004,0.20774299999999998,A,B,E
1,0,2025-07-16 02:00:00,-0.284587,0.34717800000000004,-0.039309,0.077238,0.034624,0.22638699999999998,A,A,E
1,0,2025-07-16 03:00:00,-0.31750900000000004,0.305793,-0.0018960000000000001,0.19709000000000002,0.05859400000000001,0.10653499999999999,A,A,E
1,0,2025-07-16 04:00:00,0.10678599999999999,0.522609,0.051505999999999996,0.133169,-0.005327,0.133169,A,C,E
1,0,2025-07-16 05:00:00,-0.296796,0.697637,-0.09524500000000001,-0.029297000000000004,-0.026633999999999998,0.071911,A,D,E
1,0,2025-07-16 06:00:00,-0.295219,0.656868,0.159304,0.005327,-0.03196,-0.087891,A,D,E
1,0,2025-07-16 07:00:00,-0.295219,0.656868,0.159304,0.005327,-0.03196,-0.087891,A,A,E
1,0,2025-07-16 08:00:00,-0.31454099999999996,-0.079679,0.21454099999999998,-0.026633999999999998,-0.026633999999999998,-0.21040599999999998,A,C,E
1,0,2025-07-16 09:00:00,-0.45851000000000003,-0.353155,0.165208,0.002663,0.034624,-0.167792,A,C,E
1,0,2025-07-16 10:00:00,-0.45851000000000003,-0.353155,0.165208,0.002663,0.034624,-0.167792,A,B,E
1,0,2025-07-16 11:00:00,-0.193004,-0.290084,-0.06777000000000001,0.00799,0.018644,0.151812,A,A,E
1,0,2025-07-16 12:00:00,-0.193004,-0.290084,-0.06777000000000001,0.00799,0.018644,0.151812,A,D,E
1,0,2025-07-16 13:00:00,-0.170549,0.401593,-0.066491,0.095881,-0.029297000000000004,0.234377,A,C,E
1,0,2025-07-16 14:00:00,-0.170549,0.401593,-0.066491,0.095881,-0.029297000000000004,0.234377,A,C,E
1,0,2025-07-16 15:00:00,-0.386525,0.770462,-0.071366,0.00799,-0.029297000000000004,0.119852,A,A,E
1,0,2025-07-16 16:00:00,-0.367479,0.742822,0.012548,0.039951,-0.037287,-0.023969999999999998,A,A,E
1,0,2025-07-16 17:00:00,-0.159422,0.46211800000000003,-0.004922,-0.055930999999999995,-0.026633999999999998,-0.157139,A,B,E
1,0,2025-07-16 18:00:00,-0.29598,0.185282,0.013739,-0.085228,-0.06125800000000001,-0.189099,A,A,E
1,0,2025-07-16 19:00:00,-0.363492,-0.13605599999999998,0.138816,-0.071911,0.0,-0.231713,A,A,E
1,0,2025-07-16 20:00:00,-0.396972,-0.415889,0.136874,-0.055930999999999995,0.034624,-0.170456,A,C,E
1,0,2025-07-16 21:00:00,-0.358613,-0.49872,0.077163,-0.01598,0.029297000000000004,-0.03196,A,C,E
1,0,2025-07-16 22:00:00,-0.44234399999999996,-0.27276,-0.033462,-0.010653,0.034624,0.12517899999999998,A,A,E
1,0,2025-07-16 23:00:00,-0.075491,0.074072,-0.11276300000000002,0.085228,0.00799,0.223723,A,C,E
1,0,2025-07-17 00:00:00,-0.281528,0.45990699999999995,-0.016241,0.045277,-0.042614,0.276991,A,B,E
1,0,2025-07-17 01:00:00,-0.127631,0.871236,0.059546,0.05859400000000001,-0.034624,0.173119,A,D,E
1,0,2025-07-17 02:00:00,-0.11087799999999999,0.718749,-0.079959,0.023969999999999998,-0.018644,-0.00799,A,B,E
1,0,2025-07-17 03:00:00,-0.13422,0.497472,0.029375,0.037287,-0.053266999999999995,-0.157139,A,D,E
1,0,2025-07-17 04:00:00,-0.103901,0.24589699999999998,0.034459,-0.037287,-0.03196,-0.19709000000000002,A,B,E
1,0,2025-07-17 05:00:00,-0.41822600000000004,-0.11126300000000001,0.11690199999999999,-0.03196,0.005327,-0.21306999999999998,A,A,E
1,0,2025-07-17 06:00:00,-0.425436,-0.35983899999999996,0.16172999999999998,-0.013316999999999999,0.037287,-0.170456,A,B,E
1,0,2025-07-17 07:00:00,-0.370799,-0.537982,0.06676599999999999,0.026633999999999998,0.03196,-0.055930999999999995,A,C,E
1,0,2025-07-17 08:00:00,-0.203984,-0.330117,-0.06982100000000001,0.063921,0.042614,0.082565,A,B,E
1,0,2025-07-17 09:00:00,-0.307469,0.071059,-0.042381999999999996,0.109198,-0.00799,0.242367,A,A,E
1,0,2025-07-17 10:00:00,-0.283588,0.429994,-0.079564,0.010653,0.010653,0.25301999999999997,A,A,E
1,0,2025-07-17 11:00:00,-0.06342,0.820934,-0.08187799999999999,0.063921,-0.023969999999999998,0.173119,A,D,E
1,0,2025-07-17 12:00:00,-0.265932,0.786964,-0.146703,-0.01598,-0.018644,-0.029297000000000004,A,B,E
1,0,2025-07-17 13:00:00,-0.21262899999999998,0.6870649999999999,-0.107044,-0.093218,0.0,-0.11186199999999999,A,A,E
1,0,2025-07-17 14:00:00,-0.312527,0.22226300000000002,-0.007593000000000001,-0.101208,-0.026633999999999998,-0.239704,A,C,E
1,0,2025-07-17 15:00:00,-0.312527,0.22226300000000002,-0.007593000000000001,-0.101208,-0.026633999999999998,-0.239704,A,C,E
1,0,2025-07-17 16:00:00,-0.35707,-0.682261,0.188157,-0.010653,0.053266999999999995,-0.165129,A,D,E
1,0,2025-07-17 17:00:00,-0.35707,-0.682261,0.188157,-0.010653,0.053266999999999995,-0.165129,A,B,E
1,0,2025-07-17 18:00:00,-0.234194,-0.365944,0.040175999999999996,0.069248,0.053266999999999995,0.202416,A,A,E
1,0,2025-07-17 19:00:00,-0.234194,-0.365944,0.040175999999999996,0.069248,0.053266999999999995,0.202416,A,A,E
1,0,2025-07-17 20:00:00,-0.148623,0.324679,-0.19009,0.047941000000000004,0.023969999999999998,0.31960500000000003,A,D,E
1,0,2025-07-17 21:00:00,-0.254128,0.662562,-0.23958200000000002,0.09854500000000001,-0.021307,0.27166399999999996,A,B,E
1,0,2025-07-17 22:00:00,-0.342918,0.710279,0.032026,0.037287,-0.045277,-0.10653499999999999,A,B,E
1,0,2025-07-17 23:00:00,-0.342918,0.710279,0.032026,0.037287,-0.045277,-0.10653499999999999,A,A,E
1,0,2025-07-18 00:00:00,-0.307717,0.263486,0.058212,-0.047941000000000004,-0.03196,-0.22905,A,B,E
1,0,2025-07-18 01:00:00,-0.288853,-0.004845,0.10298299999999999,-0.029297000000000004,-0.023969999999999998,-0.258347,A,B,E
1,0,2025-07-18 02:00:00,-0.20699099999999998,-0.46153500000000003,0.152822,-0.021307,0.010653,-0.21040599999999998,A,B,E
1,0,2025-07-18 03:00:00,-0.317809,-0.444313,0.11508,-0.034624,0.047941000000000004,0.0,A,A,E
1,0,2025-07-18 04:00:00,-0.38004699999999997,-0.351846,-0.029222,0.0,0.053266999999999995,0.103872,A,C,E
1,0,2025-07-18 05:00:00,-0.315195,-0.147521,-0.073237,0.063921,0.055930999999999995,0.162466,A,D,E
1,0,2025-07-18 06:00:00,-0.356792,0.22067399999999998,-0.08468200000000001,0.077238,0.0,0.21040599999999998,A,C,E
1,0,2025-07-18 07:00:00,-0.319121,0.567315,-0.065975,0.039951,0.002663,0.186436,A,C,E
1,0,2025-07-18 08:00:00,-0.26593,0.676642,-0.031103,0.034624,-0.039951,0.03196,A,C,E
1,0,2025-07-18 09:00:00,-0.136431,0.478225,0.024887,0.042614,-0.039951,-0.103872,A,B,E
1,0,2025-07-18 10:00:00,-0.18695499999999998,0.167015,0.006447,-0.018644,-0.01598,-0.149149,A,A,E
1,0,2025-07-18 11:00:00,-0.26459499999999997,-0.079429,0.027814,-0.03196,0.00799,-0.165129,A,B,E
1,0,2025-07-18 12:00:00,-0.253146,-0.293329,0.017837000000000002,-0.053266999999999995,0.002663,-0.114525,A,A,E
1,0,2025-07-18 13:00:00,-0.279518,-0.30309200000000003,0.0007509999999999999,0.002663,0.013316999999999999,-0.013316999999999999,A,B,E
1,0,2025-07-18 14:00:00,-0.209648,-0.257912,-0.019029,0.013316999999999999,0.005327,0.05859400000000001,A,A,E
1,0,2025-07-18 15:00:00,-0.226917,0.095899,-0.032673,0.021307,0.0,0.143822,A,D,E
1,0,2025-07-18 16:00:00,-0.351601,0.41031599999999996,-0.023984000000000002,0.037287,-0.005327,0.12251500000000001,A,A,E
1,0,2025-07-18 17:00:00,-0.31847600000000004,0.478979,-0.045426999999999995,-0.018644,0.0,0.039951,A,B,E
1,0,2025-07-18 18:00:00,-0.287704,0.344518,0.055352,-0.01598,-0.00799,-0.039951,A,A,E
1,0,2025-07-18 19:00:00,-0.287704,0.344518,0.055352,-0.01598,-0.00799,-0.039951,A,B,E
1,0,2025-07-18 20:00:00,-0.323383,-0.098593,0.063051,-0.018644,-0.010653,-0.13583199999999998,A,C,E
1,0,2025-07-18 21:00:00,-0.323383,-0.098593,0.063051,-0.018644,-0.010653,-0.13583199999999998,A,A,E
1,0,2025-07-18 22:00:00,-0.333625,-0.21598699999999998,-0.000848,-0.00799,0.01598,0.034624,A,A,E
1,0,2025-07-18 23:00:00,-0.333625,-0.21598699999999998,-0.000848,-0.00799,0.01598,0.034624,A,D,E
2,0,2025-05-25 17:00:00,-0.813905,0.825666,0.032712,0.021307,0.12251500000000001,0.775041,A,C,E
2,0,2025-05-25 18:00:00,-0.813905,0.825666,0.032712,0.021307,0.12251500000000001,0.775041,A,D,E
2,0,2025-05-25 19:00:00,-0.42462799999999995,-1.3050329999999999,0.8261700000000001,-0.372872,-0.045277,0.38352600000000003,A,C,E
2,0,2025-05-25 20:00:00,0.316895,-0.5076930000000001,0.218569,0.023969999999999998,-0.13050499999999998,0.588605,A,A,E
2,0,2025-05-25 21:00:00,0.22858,0.028821,0.586313,0.066584,-0.26367399999999996,0.817655,A,D,E
2,0,2025-05-25 22:00:00,-0.16231199999999998,0.871541,1.138116,0.21040599999999998,-0.32493099999999997,0.804339,A,B,E
2,0,2025-05-25 23:00:00,-0.16231199999999998,0.871541,1.138116,0.21040599999999998,-0.32493099999999997,0.804339,A,A,E
2,0,2025-05-26 00:00:00,0.002101,1.17392,0.85582,0.178446,-0.127842,-0.12517899999999998,A,D,E
2,0,2025-05-26 01:00:00,0.11546300000000001,0.7927810000000001,0.728667,-0.042614,0.039951,-0.362219,A,A,E
2,0,2025-05-26 02:00:00,-0.21319200000000002,0.10977100000000001,0.429804,-0.053266999999999995,0.167792,-0.492724,A,C,E
2,0,2025-05-26 03:00:00,-0.170978,-0.536271,0.362009,-0.063921,0.101208,-0.5433279999999999,A,B,E
2,0,2025-05-26 04:00:00,-0.19408,-0.9913219999999999,0.196918,-0.087891,0.109198,-0.37553600000000004,A,D,E
2,0,2025-05-26 05:00:00,-0.735282,-1.1942190000000001,0.34218200000000004,0.143822,-0.018644,-0.194426,A,D,E
2,0,2025-05-26 06:00:00,-0.735282,-1.1942190000000001,0.34218200000000004,0.143822,-0.018644,-0.194426,A,C,E
2,0,2025-05-26 07:00:00,0.158854,-1.309782,0.47486000000000006,0.356892,-0.01598,-0.05859400000000001,A,C,E
2,0,2025-05-26 08:00:00,0.535213,-0.778274,0.202399,0.06125800000000001,-0.090555,0.444783,A,D,E
2,0,2025-05-26 09:00:00,-0.002833,0.622438,0.298646,0.36754499999999996,-0.30895100000000003,0.8522790000000001,A,C,E
2,0,2025-05-26 10:00:00,0.356598,1.5284010000000001,0.390574,0.410159,-0.143822,0.540665,A,A,E
2,0,2025-05-26 11:00:00,0.26776300000000003,1.68107,0.248396,-0.018644,-0.079901,0.37553600000000004,A,D,E
2,0,2025-05-26 12:00:00,-0.046865,1.590526,0.401889,0.22105999999999998,-0.071911,-0.114525,A,B,E
2,0,2025-05-26 13:00:00,0.213943,1.094367,0.472026,0.013316999999999999,0.03196,-0.487397,A,D,E
